urls,ingredients,amounts,unit
recipe 60,løg,5.5,stk
recipe 60,olivenolie,998.0,ml
recipe 60,rød peberfrugt,2.5,stk
recipe 60,squash,0.5,stk
recipe 60,stødt koriander,0.25,stk
recipe 60,stødt spidskommen,0.5,stk
recipe 61,basmati ris,497.0,g
recipe 61,blomkål,0.5,stk
recipe 61,frisk koriander,0.5,stk
recipe 61,hvidløg,9.0,fed
recipe 61,ingefær,198.5,g
recipe 61,kartoffel,750.0,g
recipe 61,løg,5.0,stk
recipe 61,olivenolie,998.5,ml
recipe 61,piskefløde,26.75,ml
recipe 61,stødt koriander,0.5,stk
recipe 61,stødt nellike,0.75,stk
recipe 62,avocado,34.0,stk
recipe 62,cherrytomater,245.0,g
recipe 62,grøntsagsbouillon,197.0,
recipe 62,hvedemel,1999.5,g
recipe 62,hvidløg,9.5,fed
recipe 62,kanel,0.5,stk
recipe 62,kikærter,399.5,g
recipe 62,kyllingebryst,125.0,g
recipe 62,løg,4.5,stk
recipe 62,majs,250.0,g
recipe 62,olivenolie,999.0,ml
recipe 62,rød chili,0.5,stk
recipe 62,rød peberfrugt,2.5,stk
recipe 62,smør,4.5,g
recipe 62,stødt spidskommen,0.5,stk
recipe 62,tortillas pandekager,2.0,stk
recipe 63,frisk basilikum,0.5,stk
recipe 63,hvidløg,10.5,fed
recipe 63,olivenolie,998.25,ml
recipe 63,parmesan,174.5,g
recipe 63,rød chili,0.75,stk
recipe 63,smør,4.5,g
recipe 63,spinat,200.0,g
recipe 63,æg,9.5,stk
recipe 64,hvidløg,11.0,fed
recipe 64,løg,5.0,stk
recipe 64,olivenolie,999.25,ml
recipe 64,parmesan,174.5,g
recipe 64,pinjekerner,48.5,g
recipe 64,smør,4.0,g
recipe 64,spinat,150.0,g
recipe 64,sukker,999.5,g
recipe 64,æblecidereddike,749.5,ml
recipe 64,æg,9.0,stk
recipe 65,agurk,0.75,stk
recipe 65,avocado,34.5,stk
recipe 65,frisk mynte,0.5,stk
recipe 65,grøntsagsbouillon,196.5,
recipe 65,hakkede tomater,0.5,stk
recipe 65,hvidløg,8.0,fed
recipe 65,ingefær,198.0,g
recipe 65,olivenolie,998.0,ml
recipe 65,stødt koriander,0.5,stk
recipe 66,avocado,34.5,stk
recipe 66,baby spinat,99.5,g
recipe 66,blomkål,0.5,stk
recipe 66,frisk koriander,0.5,stk
recipe 66,frisk mynte,0.5,stk
recipe 66,grøntsagsbouillon,198.5,
recipe 66,hvidløg,8.5,fed
recipe 66,ingefær,198.5,g
recipe 66,kokosmælk,200.0,ml
recipe 66,olivenolie,998.5,ml
recipe 66,rødløg,6.5,stk
recipe 66,stødt koriander,0.25,stk
recipe 67,basmati ris,497.0,g
recipe 67,hakkede tomater,0.5,stk
recipe 67,hvidløg,8.0,fed
recipe 67,ingefær,198.5,g
recipe 67,kartoffel,750.0,g
recipe 67,kikærter,399.5,g
recipe 67,kokosmælk,200.0,ml
recipe 67,koncentreret tomatpuré,162.5,g
recipe 67,lime,4.5,stk
recipe 67,løg,4.5,stk
recipe 67,mandler,112.5,g
recipe 67,olivenolie,999.0,ml
recipe 67,stødt koriander,0.5,stk
recipe 68,basmati ris,498.5,g
recipe 68,blomkål,0.5,stk
recipe 68,cayenne peber,0.5,stk
recipe 68,frisk koriander,0.5,stk
recipe 68,frisk mynte,0.5,stk
recipe 68,hakkede tomater,0.5,stk
recipe 68,hvidløg,8.5,fed
recipe 68,ingefær,198.5,g
recipe 68,kartoffel,600.0,g
recipe 68,lime,4.0,stk
recipe 68,løg,5.0,stk
recipe 68,olivenolie,998.0,ml
recipe 69,aubergine,0.5,stk
recipe 69,hvedemel,1950.0,g
recipe 69,hvidløg,10.5,fed
recipe 69,løg,5.5,stk
recipe 69,olivenolie,999.25,ml
recipe 69,parmesan,74.5,g
recipe 69,rasp,498.5,g
recipe 69,smør,4.0,g
recipe 69,æg,8.5,stk
recipe 70,avocado,34.0,stk
recipe 70,cherrytomater,100.0,g
recipe 70,hvidløg,11.5,fed
recipe 70,kikærter,399.5,g
recipe 70,olivenolie,999.25,ml
recipe 70,parmesan,199.5,g
recipe 70,pinjekerner,25.0,g
recipe 70,rucola,50.0,g
recipe 70,smør,4.5,g
recipe 71,avocado,34.5,stk
recipe 71,cheddar ost,50.0,g
recipe 71,grøntsagsbouillon,198.0,
recipe 71,hvedemel,1999.5,g
recipe 71,hvidløg,9.0,fed
recipe 71,ingefær,199.5,g
recipe 71,kanel,0.25,stk
recipe 71,løg,4.0,stk
recipe 71,majs,125.0,g
recipe 71,mørk chokolade,87.5,g
recipe 71,olivenolie,999.0,ml
recipe 71,rød peberfrugt,2.5,stk
recipe 71,røget paprika,0.25,stk
recipe 71,smør,4.5,g
recipe 71,stængler bladselleri,0.5,stk
recipe 71,stødt koriander,0.5,stk
recipe 71,stødt spidskommen,0.5,stk
recipe 71,tortillas pandekager,2.0,stk
recipe 72,champignon,75.0,g
recipe 72,grøntsagsbouillon,199.5,
recipe 72,gulerod,6.0,stk
recipe 72,hakkede tomater,0.5,stk
recipe 72,hvedemel,1949.0,g
recipe 72,hvidløg,9.0,fed
recipe 72,koncentreret tomatpuré,199.5,g
recipe 72,løg,4.5,stk
recipe 72,mælk,998.5,ml
recipe 72,olivenolie,998.5,ml
recipe 72,parmesan,75.0,g
recipe 72,piskefløde,26.25,ml
recipe 72,rasp,498.5,g
recipe 72,smør,3.5,g
recipe 72,squash,0.5,stk
recipe 72,stængler bladselleri,0.5,stk
recipe 72,æg,8.5,stk
recipe 73,baby spinat,62.5,g
recipe 73,basmati ris,497.0,g
recipe 73,blomkål,0.5,stk
recipe 73,forårsløg,3.0,stk
recipe 73,frisk koriander,0.5,stk
recipe 73,hakkede tomater,0.5,stk
recipe 73,hvidløg,8.5,fed
recipe 73,ingefær,198.5,g
recipe 73,kartoffel,750.0,g
recipe 73,kikærter,399.5,g
recipe 73,løg,5.0,stk
recipe 73,mango,249.5,g
recipe 73,mayonnaise,335.0,g
recipe 73,olivenolie,999.0,ml
recipe 73,persille,179.5,g
recipe 73,røget paprika,0.5,stk
recipe 73,sesamfrø,240.0,g
recipe 73,stødt koriander,0.5,stk
recipe 73,stødt spidskommen,0.5,stk
recipe 74,agurk,0.75,stk
recipe 74,baby spinat,99.5,g
recipe 74,blomkål,0.5,stk
recipe 74,frisk koriander,0.5,stk
recipe 74,grøntsagsbouillon,196.0,
recipe 74,hakkede tomater,0.5,stk
recipe 74,hvidløg,8.5,fed
recipe 74,ingefær,198.5,g
recipe 74,kokosmælk,200.0,ml
recipe 74,olivenolie,998.5,ml
recipe 74,rødløg,6.5,stk
recipe 74,stødt koriander,0.25,stk
recipe 75,champignon,75.0,g
recipe 75,grøntsagsbouillon,199.5,
recipe 75,hasselnødder,148.0,g
recipe 75,hvidløg,11.5,fed
recipe 75,løg,5.5,stk
recipe 75,olivenolie,999.25,ml
recipe 75,parmesan,174.5,g
recipe 75,smør,4.0,g
recipe 75,æg,7.5,stk
recipe 76,aubergine,0.5,stk
recipe 76,bredbladet persille,179.5,g
recipe 76,champignon,150.0,g
recipe 76,grøntsagsbouillon,199.0,
recipe 76,gulerod,7.0,stk
recipe 76,hakkede tomater,0.5,stk
recipe 76,hvidløg,10.0,fed
recipe 76,kartoffel,999.5,g
recipe 76,koncentreret tomatpuré,150.0,g
recipe 76,løg,4.5,stk
recipe 76,olivenolie,998.0,ml
recipe 76,parmesan,175.0,g
recipe 76,rasp,499.0,g
recipe 76,rosmarin,0.5,stk
recipe 76,røget paprika,0.5,stk
recipe 76,smør,4.5,g
recipe 76,soltørrede tomater i olie,105.0,g
recipe 76,squash,0.5,stk
recipe 76,sødmælk,999.5,ml
recipe 76,timian,0.5,stk
recipe 77,basmati ris,498.5,g
recipe 77,bredbladet persille,179.5,g
recipe 77,citron,5.75,stk
recipe 77,græskarkerner,249.5,g
recipe 77,grønkål,175.0,g
recipe 77,grøntsagsbouillon,197.4,
recipe 77,gulerod,2.5,stk
recipe 77,hvidløg,9.5,fed
recipe 77,kartoffel,600.0,g
recipe 77,løg,4.5,stk
recipe 77,olivenolie,999.0,ml
recipe 77,piskefløde,26.25,ml
recipe 77,saltede peanuts,175.0,g
recipe 77,stødt koriander,0.5,stk
recipe 77,stødt spidskommen,0.5,stk
recipe 77,æble,8.0,stk
recipe 78,aubergine,0.5,stk
recipe 78,hvedemel,1950.0,g
recipe 78,hvidløg,9.5,fed
recipe 78,løg,4.5,stk
recipe 78,olivenolie,999.0,ml
recipe 78,parmesan,50.0,g
recipe 78,pinjekerner,48.5,g
recipe 78,rasp,498.5,g
recipe 78,smør,4.0,g
recipe 78,spinat,150.0,g
recipe 78,sukker,999.5,g
recipe 78,æblecidereddike,749.5,ml
recipe 78,æg,7.5,stk
recipe 79,bredbladet persille,179.5,g
recipe 79,champignon,175.0,g
recipe 79,grøntsagsbouillon,199.0,
recipe 79,hvidløg,10.0,fed
recipe 79,hvidvin,749.5,ml
recipe 79,løg,5.0,stk
recipe 79,olivenolie,999.0,ml
recipe 79,parmesan,125.0,g
recipe 79,smør,3.5,g
recipe 79,timian,0.5,stk
recipe 79,valnødder,82.5,g
recipe 80,fuldkornshvedemel,950.0,g
recipe 80,hvedemel,1875.0,g
recipe 80,mælk,999.5,ml
recipe 80,parmesan,185.0,g
recipe 80,pinjekerner,35.0,g
recipe 80,spinat,25.0,g
recipe 80,squash,0.5,stk
recipe 80,æg,6.0,stk
recipe 81,hvidløg,11.0,fed
recipe 81,olivenolie,998.25,ml
recipe 81,parmesan,174.5,g
recipe 81,pasta,50.0,g
recipe 81,rød chili,0.75,stk
recipe 81,smør,4.5,g
recipe 81,sukker,999.5,g
recipe 82,bredbladet persille,179.75,g
recipe 82,frisk basilikum,0.5,stk
recipe 82,hvidløg,10.5,fed
recipe 82,mælk,999.0,ml
recipe 82,olivenolie,998.75,ml
recipe 82,parmesan,174.5,g
recipe 82,smør,4.5,g
recipe 82,tomat,5.0,stk
recipe 83,agurk,0.5,stk
recipe 83,appelsin,9.0,stk
recipe 83,avocado,33.5,stk
recipe 83,baby spinat,35.0,g
recipe 83,cherrytomater,247.5,g
recipe 83,forårsløg,3.5,stk
recipe 83,frisk koriander,0.5,stk
recipe 83,kanel,0.5,stk
recipe 83,lime,4.5,stk
recipe 83,mango,249.5,g
recipe 83,olivenolie,998.0,ml
recipe 83,rød chili,0.75,stk
recipe 83,sesamfrø,249.0,g
recipe 83,spidskål,0.75,stk
recipe 83,tortillas pandekager,2.0,stk
recipe 84,bredbladet persille,179.5,g
recipe 84,feta,112.5,g
recipe 84,frisk timian,0.5,stk
recipe 84,grøntsagsbouillon,197.5,
recipe 84,hvidløg,10.5,fed
recipe 84,koncentreret tomatpuré,197.5,g
recipe 84,løg,4.5,stk
recipe 84,olivenolie,999.0,ml
recipe 84,parmesan,137.5,g
recipe 84,persille,179.5,g
recipe 84,rødløg,6.5,stk
recipe 84,smør,4.0,g
recipe 84,soltørrede tomater i olie,119.5,g
recipe 84,spaghetti,325.0,g
recipe 84,timian,0.5,stk
recipe 84,æblecidereddike,748.0,ml
recipe 84,æg,9.0,stk
recipe 85,avocado,34.0,stk
recipe 85,bredbladet persille,179.5,g
recipe 85,champignon,100.0,g
recipe 85,cheddar ost,12.5,g
recipe 85,cherrytomater,245.0,g
recipe 85,flødeost,112.5,g
recipe 85,frisk koriander,0.5,stk
recipe 85,grøntsagsbouillon,197.0,
recipe 85,hvidløg,10.5,fed
recipe 85,kikærter,399.5,g
recipe 85,kyllingebryst,125.0,g
recipe 85,løg,5.0,stk
recipe 85,olivenolie,999.0,ml
recipe 85,rød chili,0.5,stk
recipe 85,rød peberfrugt,0.5,stk
recipe 85,rødløg,6.5,stk
recipe 85,røget paprika,0.5,stk
recipe 85,squash,0.5,stk
recipe 85,stødt spidskommen,0.5,stk
recipe 86,aubergine,0.5,stk
recipe 86,champignon,75.0,g
recipe 86,grøntsagsbouillon,195.5,
recipe 86,gulerod,6.0,stk
recipe 86,hvedemel,1999.0,g
recipe 86,hvidløg,9.0,fed
recipe 86,koncentreret tomatpuré,199.5,g
recipe 86,løg,4.5,stk
recipe 86,mælk,998.5,ml
recipe 86,olivenolie,998.5,ml
recipe 86,parmesan,162.5,g
recipe 86,piskefløde,25.75,ml
recipe 86,smør,4.0,g
recipe 86,soltørrede tomater i olie,95.0,g
recipe 86,spinat,200.0,g
recipe 86,stængler bladselleri,0.5,stk
recipe 87,agurk,0.5,stk
recipe 87,avocado,33.0,stk
recipe 87,cayenne peber,0.75,stk
recipe 87,cheddar ost,37.5,g
recipe 87,cherrytomater,237.5,g
recipe 87,frisk koriander,0.5,stk
recipe 87,grøntsagsbouillon,199.5,
recipe 87,hakkede tomater,0.5,stk
recipe 87,hvidløg,10.5,fed
recipe 87,lime,4.0,stk
recipe 87,løg,5.0,stk
recipe 87,majs,325.0,g
recipe 87,olivenolie,999.0,ml
recipe 87,rødløg,6.0,stk
recipe 87,røget paprika,0.5,stk
recipe 88,aubergine,0.5,stk
recipe 88,bredbladet persille,179.5,g
recipe 88,champignon,125.0,g
recipe 88,frisk basilikum,0.5,stk
recipe 88,grøntsagsbouillon,199.0,
recipe 88,gulerod,6.0,stk
recipe 88,hakkede tomater,0.5,stk
recipe 88,hvedemel,1999.0,g
recipe 88,hvidløg,10.0,fed
recipe 88,koncentreret tomatpuré,199.5,g
recipe 88,løg,4.5,stk
recipe 88,mælk,998.5,ml
recipe 88,olivenolie,998.0,ml
recipe 88,parmesan,175.0,g
recipe 88,piskefløde,26.25,ml
recipe 88,smør,3.5,g
recipe 88,squash,0.5,stk
recipe 88,stængler bladselleri,0.5,stk
recipe 89,fuldkornshvedemel,950.0,g
recipe 89,hvedemel,1875.0,g
recipe 89,mælk,999.5,ml
recipe 89,parmesan,185.0,g
recipe 89,pinjekerner,35.0,g
recipe 89,spinat,25.0,g
recipe 89,squash,0.5,stk
recipe 89,æg,6.0,stk
recipe 90,frisk timian,0.5,stk
recipe 90,græskarkerner,249.5,g
recipe 90,grønkål,175.0,g
recipe 90,grøntsagsbouillon,198.9,
recipe 90,gulerod,6.5,stk
recipe 90,hvidløg,9.5,fed
recipe 90,kartoffel,598.5,g
recipe 90,koncentreret tomatpuré,150.0,g
recipe 90,løg,4.0,stk
recipe 90,olivenolie,998.5,ml
recipe 90,piskefløde,26.25,ml
recipe 90,porre,0.5,stk
recipe 90,stødt spidskommen,0.5,stk
recipe 90,timian,0.5,stk
recipe 90,æble,8.5,stk
recipe 91,broccoli,399.0,g
recipe 91,forårsløg,2.0,stk
recipe 91,gulerod,7.0,stk
recipe 91,hvidløg,9.5,fed
recipe 91,ingefær,199.5,g
recipe 91,lime,3.5,stk
recipe 91,løg,5.5,stk
recipe 91,nudler,225.0,g
recipe 91,olivenolie,996.5,ml
recipe 91,rød chili,0.5,stk
recipe 91,sesamfrø,240.0,g
recipe 91,sesamolie,499.0,ml
recipe 91,soja,248.5,ml
recipe 91,spidskål,0.5,stk
recipe 91,squash,0.5,stk
recipe 91,sriracha chilisauce,449.5,ml
recipe 91,sukker,999.0,g
recipe 91,æblecidereddike,749.0,ml
recipe 91,æg,6.0,stk
recipe 92,agurk,0.75,stk
recipe 92,avocado,34.5,stk
recipe 92,frisk mynte,0.5,stk
recipe 92,grøntsagsbouillon,196.5,
recipe 92,hakkede tomater,0.5,stk
recipe 92,hvidløg,8.0,fed
recipe 92,ingefær,198.0,g
recipe 92,olivenolie,998.0,ml
recipe 92,stødt koriander,0.5,stk
recipe 93,basmati ris,497.0,g
recipe 93,blomkål,0.5,stk
recipe 93,grøntsagsbouillon,199.5,
recipe 93,hakkede tomater,0.5,stk
recipe 93,hvidløg,7.5,fed
recipe 93,ingefær,198.5,g
recipe 93,kartoffel,750.0,g
recipe 93,løg,4.5,stk
recipe 93,olivenolie,998.0,ml
recipe 93,rød chili,0.75,stk
recipe 93,stødt koriander,0.5,stk
recipe 93,sukker,999.0,g
recipe 94,avocado,33.5,stk
recipe 94,cheddar ost,75.0,g
recipe 94,cherrytomater,245.0,g
recipe 94,grøntsagsbouillon,196.0,
recipe 94,hvidløg,8.5,fed
recipe 94,ingefær,199.5,g
recipe 94,kanel,0.75,stk
recipe 94,kikærter,399.5,g
recipe 94,kyllingebryst,125.0,g
recipe 94,løg,3.5,stk
recipe 94,majs,275.0,g
recipe 94,mørk chokolade,87.5,g
recipe 94,olivenolie,999.0,ml
recipe 94,rød chili,0.5,stk
recipe 94,rød peberfrugt,2.0,stk
recipe 94,røget paprika,0.25,stk
recipe 94,stængler bladselleri,0.5,stk
recipe 94,stødt koriander,0.5,stk
recipe 95,avocado,33.5,stk
recipe 95,basmati ris,350.0,g
recipe 95,cheddar ost,12.5,g
recipe 95,cherrytomater,182.5,g
recipe 95,grøntsagsbouillon,194.5,
recipe 95,gulerod,7.0,stk
recipe 95,hvidløg,8.5,fed
recipe 95,kanel,0.75,stk
recipe 95,kikærter,399.5,g
recipe 95,kyllingebryst,125.0,g
recipe 95,lime,4.5,stk
recipe 95,løg,4.0,stk
recipe 95,olivenolie,998.0,ml
recipe 95,rød chili,0.25,stk
recipe 95,rød peberfrugt,1.5,stk
recipe 95,røget paprika,0.5,stk
recipe 95,sriracha chilisauce,449.5,ml
recipe 95,stødt koriander,0.5,stk
recipe 96,aubergine,0.5,stk
recipe 96,champignon,175.0,g
recipe 96,grøntsagsbouillon,199.5,
recipe 96,gulerod,7.0,stk
recipe 96,hvidløg,9.5,fed
recipe 96,kartoffel,999.5,g
recipe 96,koncentreret tomatpuré,150.0,g
recipe 96,løg,4.5,stk
recipe 96,olivenolie,998.5,ml
recipe 96,rasp,499.0,g
recipe 96,rosmarin,0.5,stk
recipe 96,rødvin,749.5,ml
recipe 96,soltørrede tomater i olie,67.5,g
recipe 96,spaghetti,300.0,g
recipe 96,stængler bladselleri,0.5,stk
recipe 96,sødmælk,999.5,ml
recipe 97,aubergine,0.5,stk
recipe 97,bredbladet persille,179.5,g
recipe 97,champignon,150.0,g
recipe 97,frisk basilikum,0.5,stk
recipe 97,grøntsagsbouillon,198.5,
recipe 97,gulerod,6.0,stk
recipe 97,hakkede tomater,0.5,stk
recipe 97,hvedemel,1998.5,g
recipe 97,hvidløg,8.5,fed
recipe 97,koncentreret tomatpuré,197.0,g
recipe 97,løg,4.0,stk
recipe 97,mælk,998.5,ml
recipe 97,olivenolie,998.5,ml
recipe 97,piskefløde,25.75,ml
recipe 97,røget paprika,0.5,stk
recipe 97,smør,3.5,g
recipe 97,squash,0.5,stk
recipe 97,stængler bladselleri,0.5,stk
recipe 98,grøntsagsbouillon,197.5,
recipe 98,hakkede tomater,0.5,stk
recipe 98,hvidløg,9.0,fed
recipe 98,løg,5.0,stk
recipe 98,olivenolie,999.0,ml
recipe 98,parmesan,137.5,g
recipe 98,piskefløde,26.5,ml
recipe 98,rasp,485.0,g
recipe 98,rosmarin,0.5,stk
recipe 98,soltørrede tomater i olie,70.0,g
recipe 99,aubergine,0.5,stk
recipe 99,champignon,75.0,g
recipe 99,grøntsagsbouillon,197.5,
recipe 99,gulerod,6.0,stk
recipe 99,hvedemel,1999.0,g
recipe 99,hvidløg,9.0,fed
recipe 99,koncentreret tomatpuré,199.5,g
recipe 99,løg,4.5,stk
recipe 99,mælk,998.5,ml
recipe 99,olivenolie,998.5,ml
recipe 99,parmesan,162.5,g
recipe 99,piskefløde,25.75,ml
recipe 99,rasp,485.0,g
recipe 99,smør,4.0,g
recipe 99,soltørrede tomater i olie,95.0,g
recipe 99,squash,0.5,stk
recipe 99,stængler bladselleri,0.5,stk
recipe 100,grøntsagsbouillon,195.5,
recipe 100,hakkede tomater,0.5,stk
recipe 100,hvidløg,9.0,fed
recipe 100,løg,5.0,stk
recipe 100,olivenolie,999.0,ml
recipe 100,parmesan,137.5,g
recipe 100,piskefløde,26.5,ml
recipe 100,rosmarin,0.5,stk
recipe 100,soltørrede tomater i olie,70.0,g
recipe 100,spinat,200.0,g
recipe 100,squash,0.5,stk
recipe 101,grøntsagsbouillon,197.5,
recipe 101,hakkede tomater,0.5,stk
recipe 101,hvidløg,9.0,fed
recipe 101,løg,5.0,stk
recipe 101,olivenolie,999.0,ml
recipe 101,parmesan,137.5,g
recipe 101,piskefløde,26.5,ml
recipe 101,rasp,485.0,g
recipe 101,rosmarin,0.5,stk
recipe 101,soltørrede tomater i olie,70.0,g
recipe 102,frisk basilikum,0.25,stk
recipe 102,grøntsagsbouillon,199.0,
recipe 102,hvedemel,1937.5,g
recipe 102,hvidløg,9.5,fed
recipe 102,løg,4.5,stk
recipe 102,olivenolie,999.5,ml
recipe 102,parmesan,125.0,g
recipe 102,rosmarin,0.5,stk
recipe 102,soltørrede tomater i olie,94.5,g
recipe 102,spinat,50.0,g
recipe 102,squash,0.5,stk
recipe 102,timian,0.5,stk
recipe 102,æg,9.0,stk
recipe 103,bredbladet persille,179.0,g
recipe 103,champignon,75.0,g
recipe 103,grøntsagsbouillon,197.0,
recipe 103,hvedemel,1998.5,g
recipe 103,hvidløg,9.0,fed
recipe 103,koncentreret tomatpuré,197.5,g
recipe 103,løg,4.5,stk
recipe 103,olivenolie,999.5,ml
recipe 103,piskefløde,26.5,ml
recipe 103,smør,4.5,g
recipe 103,stødt koriander,0.5,stk
recipe 103,stødt spidskommen,0.5,stk
recipe 103,æg,9.5,stk
recipe 104,basmati ris,498.5,g
recipe 104,bredbladet persille,179.0,g
recipe 104,grøntsagsbouillon,196.5,
recipe 104,hakkede tomater,0.5,stk
recipe 104,hvedemel,1999.0,g
recipe 104,hvidløg,9.0,fed
recipe 104,ingefær,199.5,g
recipe 104,kikærter,399.5,g
recipe 104,kokosmælk,200.0,ml
recipe 104,løg,5.0,stk
recipe 104,olivenolie,999.0,ml
recipe 104,rød peberfrugt,2.5,stk
recipe 104,røget paprika,0.5,stk
recipe 104,squash,0.5,stk
recipe 104,stødt spidskommen,0.5,stk
recipe 104,æg,9.5,stk
recipe 105,aubergine,0.5,stk
recipe 105,champignon,100.0,g
recipe 105,frisk basilikum,0.5,stk
recipe 105,grøntsagsbouillon,199.0,
recipe 105,gulerod,5.5,stk
recipe 105,hakkede tomater,0.5,stk
recipe 105,hvidløg,9.5,fed
recipe 105,kartoffel,998.0,g
recipe 105,koncentreret tomatpuré,115.0,g
recipe 105,løg,4.5,stk
recipe 105,olivenolie,998.5,ml
recipe 105,porre,0.5,stk
recipe 105,rasp,499.0,g
recipe 105,rosmarin,0.5,stk
recipe 105,røget paprika,0.5,stk
recipe 105,soltørrede tomater i olie,105.0,g
recipe 105,squash,0.5,stk
recipe 105,sødmælk,999.5,ml
recipe 105,timian,0.5,stk
recipe 106,aubergine,0.5,stk
recipe 106,avocado,34.5,stk
recipe 106,cheddar ost,75.0,g
recipe 106,grøntsagsbouillon,198.0,
recipe 106,hvidløg,9.0,fed
recipe 106,ingefær,199.5,g
recipe 106,kanel,0.25,stk
recipe 106,lime,4.5,stk
recipe 106,løg,4.5,stk
recipe 106,majs,275.0,g
recipe 106,mørk chokolade,72.5,g
recipe 106,olivenolie,998.0,ml
recipe 106,rød chili,0.75,stk
recipe 106,rød peberfrugt,2.5,stk
recipe 106,rødløg,6.0,stk
recipe 106,røget paprika,0.25,stk
recipe 106,soltørrede tomater i olie,118.5,g
recipe 106,stængler bladselleri,0.5,stk
recipe 106,stødt koriander,0.25,stk
recipe 106,stødt spidskommen,0.25,stk
recipe 107,bredbladet persille,179.5,g
recipe 107,cheddar ost,50.0,g
recipe 107,frisk koriander,0.5,stk
recipe 107,grøntsagsbouillon,197.5,
recipe 107,hakkede tomater,0.5,stk
recipe 107,hvedemel,1998.5,g
recipe 107,hvidløg,10.0,fed
recipe 107,kanel,0.5,stk
recipe 107,løg,5.0,stk
recipe 107,majs,250.0,g
recipe 107,olivenolie,999.5,ml
recipe 107,smør,4.5,g
recipe 107,squash,0.5,stk
recipe 107,tortillas pandekager,2.0,stk
recipe 107,æg,9.5,stk
recipe 108,aubergine,0.5,stk
recipe 108,champignon,75.0,g
recipe 108,grøntsagsbouillon,199.0,
recipe 108,gulerod,4.5,stk
recipe 108,hakkede tomater,0.5,stk
recipe 108,hvedemel,1999.0,g
recipe 108,hvidløg,9.5,fed
recipe 108,kartoffel,998.5,g
recipe 108,koncentreret tomatpuré,164.5,g
recipe 108,løg,4.5,stk
recipe 108,mælk,998.5,ml
recipe 108,olivenolie,998.5,ml
recipe 108,piskefløde,26.25,ml
recipe 108,porre,0.5,stk
recipe 108,smør,4.0,g
recipe 108,squash,0.5,stk
recipe 108,stængler bladselleri,0.5,stk
recipe 109,avocado,34.5,stk
recipe 109,blomkål,0.75,stk
recipe 109,frisk koriander,0.5,stk
recipe 109,grøntsagsbouillon,197.5,
recipe 109,hvidløg,8.0,fed
recipe 109,ingefær,199.5,g
recipe 109,kanel,0.75,stk
recipe 109,kartoffel,998.5,g
recipe 109,kikærter,399.5,g
recipe 109,kokosmælk,200.0,ml
recipe 109,løg,3.5,stk
recipe 109,majs,275.0,g
recipe 109,mørk chokolade,87.5,g
recipe 109,olivenolie,998.5,ml
recipe 109,rød peberfrugt,2.5,stk
recipe 109,røget paprika,0.75,stk
recipe 109,stængler bladselleri,0.5,stk
recipe 109,stødt koriander,0.5,stk
recipe 110,aubergine,0.5,stk
recipe 110,frisk basilikum,0.5,stk
recipe 110,hvedemel,1949.0,g
recipe 110,hvidløg,10.5,fed
recipe 110,løg,5.5,stk
recipe 110,mælk,998.5,ml
recipe 110,olivenolie,999.5,ml
recipe 110,parmesan,50.0,g
recipe 110,rasp,498.25,g
recipe 110,smør,4.5,g
recipe 110,æg,6.5,stk
recipe 111,frisk basilikum,0.25,stk
recipe 111,grøntsagsbouillon,199.5,
recipe 111,hvedemel,1937.5,g
recipe 111,hvidløg,9.0,fed
recipe 111,løg,4.5,stk
recipe 111,olivenolie,999.5,ml
recipe 111,parmesan,125.0,g
recipe 111,pasta,50.0,g
recipe 111,piskefløde,26.75,ml
recipe 111,soltørrede tomater i olie,119.5,g
recipe 111,spinat,50.0,g
recipe 111,timian,0.5,stk
recipe 111,æg,9.0,stk
recipe 112,champignon,75.0,g
recipe 112,grøntsagsbouillon,199.5,
recipe 112,hasselnødder,148.0,g
recipe 112,hvidløg,9.5,fed
recipe 112,løg,5.0,stk
recipe 112,olivenolie,999.0,ml
recipe 112,parmesan,150.0,g
recipe 112,pasta,50.0,g
recipe 112,piskefløde,26.75,ml
recipe 112,smør,4.5,g
recipe 112,squash,0.5,stk
recipe 112,æg,7.5,stk
recipe 113,frisk mynte,0.5,stk
recipe 113,grøntsagsbouillon,199.5,
recipe 113,hvidløg,9.0,fed
recipe 113,hvidvin,749.5,ml
recipe 113,løg,5.0,stk
recipe 113,olivenolie,999.0,ml
recipe 113,parmesan,150.0,g
recipe 113,pasta,50.0,g
recipe 113,piskefløde,26.75,ml
recipe 113,smør,4.5,g
recipe 113,squash,0.5,stk
recipe 114,blomkål,0.5,stk
recipe 114,gulerod,6.0,stk
recipe 114,hvedemel,1999.0,g
recipe 114,kartoffel,998.0,g
recipe 114,mælk,998.5,ml
recipe 114,parmesan,150.0,g
recipe 114,rasp,498.75,g
recipe 114,smør,4.5,g
recipe 114,spinat,150.0,g
recipe 114,æg,6.5,stk
recipe 115,hvidløg,9.0,fed
recipe 115,løg,4.5,stk
recipe 115,olivenolie,999.0,ml
recipe 115,parmesan,150.0,g
recipe 115,pasta,50.0,g
recipe 115,pinjekerner,48.5,g
recipe 115,piskefløde,26.75,ml
recipe 115,smør,4.5,g
recipe 115,spinat,150.0,g
recipe 115,squash,0.5,stk
recipe 115,sukker,999.5,g
recipe 115,æblecidereddike,749.5,ml
recipe 115,æg,9.0,stk
recipe 116,aubergine,0.5,stk
recipe 116,frisk basilikum,0.5,stk
